VendorName,ProfitMargin,SalesToPurchaseRatio,UnsoldInventoryValue,ActionBucket
PERNOD RICARD USA,41.9182958934888,1.7217125691873354,332.16000000000264,Scale / Prioritise
E & J GALLO WINERY,24.92351390617642,1.3319749658372309,4392.79999999998,Deprioritise / Exit
STATE WINE & SPIRITS,10.52997203658417,1.1176927321503674,6386.039999999978,Deprioritise / Exit
MARTIGNETTI COMPANIES,28.403677871106474,1.3967197898793162,832.8599999999974,Deprioritise / Exit
TREASURY WINE ESTATES,39.01805258119085,1.6398295599388517,1044.4800000000087,Scale / Prioritise
TRINCHERO FAMILY ESTATES,32.341470330361346,1.4780102448025023,103.19000000000084,Deprioritise / Exit
BACARDI USA INC,31.090943800149944,1.4511880660501282,0.0,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,31.638200460447198,1.4628052607383741,-147.89999999999887,Deprioritise / Exit
E & J GALLO WINERY,31.918056956751318,1.468818243575621,1007.3699999999906,Deprioritise / Exit
PINE STATE TRADING CO,29.31511686698125,1.4147296503527413,3740.300000000019,Deprioritise / Exit
BACARDI USA INC,31.132765839944582,1.4520693508263804,-642.419999999992,Deprioritise / Exit
PINE STATE TRADING CO,36.79381465139792,1.5821236394582021,2527.1100000000315,Scale / Prioritise
BACARDI USA INC,26.54073405298611,1.3612986559398772,1364.250000000007,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,33.33097917142946,1.4999470332275482,1973.9899999999852,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,21.12770381366059,1.2678723054257914,4919.100000000044,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,21.14744982005665,1.268189802001301,676.0599999999944,Deprioritise / Exit
PERNOD RICARD USA,32.633128699606104,1.484409147548096,354.38000000000227,Deprioritise / Exit
WESTERN SPIRITS BEVERAGE CO,20.113953498885078,1.2517830632487785,59.969999999999516,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,23.593981117638304,1.3087974149518864,57.200000000000216,Deprioritise / Exit
CONSTELLATION BRANDS INC,42.46365522497885,1.7380318543178301,2354.6700000000137,Scale / Prioritise
PERFECTA WINES,30.747226067583878,1.443985479882584,6365.480000000013,Deprioritise / Exit
BROWN-FORMAN CORP,32.34243677397049,1.4780313572027608,-713.0,Deprioritise / Exit
TREASURY WINE ESTATES,31.383149169571407,1.4573679612188548,6621.840000000006,Deprioritise / Exit
CONSTELLATION BRANDS INC,53.86814912460226,2.1676997151079043,-9880.33999999996,Scale / Prioritise
E & J GALLO WINERY,33.14924585864601,1.4958694375915775,-191.13999999999908,Deprioritise / Exit
PERNOD RICARD USA,23.45801395705161,1.306472501822583,14839.000000000042,Deprioritise / Exit
DIAGEO CHATEAU ESTATE WINES,55.392223661898285,2.241761598741362,-15769.0,Scale / Prioritise
TRINCHERO FAMILY ESTATES,31.08668111154772,1.4510983016485783,-24.780000000000562,Deprioritise / Exit
BANFI PRODUCTS CORP,26.003637219893132,1.351417775724565,449.2799999999884,Deprioritise / Exit
PERFECTA WINES,43.526874841008905,1.7707537827677486,-8411.099999999959,Scale / Prioritise
MOET HENNESSY USA INC,2.809586548416862,1.0289080625201426,8949.599999999995,Deprioritise / Exit
M S WALKER INC,27.72012297824306,1.3835109316787995,3782.799999999998,Deprioritise / Exit
CHARLES JACQUIN ET CIE INC,29.77040248213455,1.4239010835077244,2287.059999999955,Deprioritise / Exit
MARTIGNETTI COMPANIES,43.14300886401743,1.7587986631377315,756.5600000000059,Scale / Prioritise
PINE STATE TRADING CO,33.31096932178781,1.4994969784839105,317.3999999999983,Deprioritise / Exit
PINE STATE TRADING CO,33.28395795650599,1.4988898762130893,2302.929999999995,Deprioritise / Exit
PINE STATE TRADING CO,21.586782951961425,1.275295208698511,1173.9999999999898,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,18.89117967463299,1.2329115329116027,1353.0000000000036,Deprioritise / Exit
PERFECTA WINES,16.39481525164684,1.196098068570679,3572.799999999995,Deprioritise / Exit
PALM BAY INTERNATIONAL INC,38.025475936418545,1.6135662437263272,-288.22999999999894,Scale / Prioritise
BANFI PRODUCTS CORP,56.5960458902431,2.3039375570973775,-27633.599999999922,Scale / Prioritise
JIM BEAM BRANDS COMPANY,26.59753376777659,1.362352045279105,1504.100000000004,Deprioritise / Exit
MHW LTD,20.756809092904607,1.2619380776480829,1030.2600000000061,Deprioritise / Exit
MANGO BOTTLING INC,8.768792504590436,1.0961161508799677,2815.8000000000216,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,27.105917876484924,1.3718534768097554,-223.71999999999696,Deprioritise / Exit
MARTIGNETTI COMPANIES,41.572652227195455,1.71152728665438,-52.560000000000485,Scale / Prioritise
E & J GALLO WINERY,41.96618201157937,1.7231332258710397,-502.2400000000069,Scale / Prioritise
JIM BEAM BRANDS COMPANY,30.971376193443795,1.4486743974533967,-35.2000000000003,Deprioritise / Exit
M S WALKER INC,30.25066931875095,1.4337055140642854,-19.680000000000206,Deprioritise / Exit
EDRINGTON AMERICAS,46.09218874826995,1.8550187380644345,-13177.040000000019,Scale / Prioritise
DIAGEO NORTH AMERICA INC,15.16238128020196,1.1787223817570873,3919.509999999992,Deprioritise / Exit
PERFECTA WINES,26.25687287195364,1.3560585765011244,2290.7899999999954,Deprioritise / Exit
MARTIGNETTI COMPANIES,20.177033896241365,1.252772289493904,6715.179999999996,Deprioritise / Exit
LUXCO INC,39.28892162845726,1.6471458370087733,-9506.349999999846,Scale / Prioritise
DIAGEO NORTH AMERICA INC,27.644701051311426,1.3820687835305043,881.9999999999955,Deprioritise / Exit
E & J GALLO WINERY,40.11939092673973,1.6699896936194505,-3906.5,Scale / Prioritise
SAZERAC CO INC,26.555026524960084,1.3615635661436347,-1890.3599999999876,Deprioritise / Exit
BROWN-FORMAN CORP,32.63412572270687,1.4844311169833178,1619.4199999999958,Deprioritise / Exit
SAZERAC NORTH AMERICA INC.,27.661204794522316,1.382384095780845,917.840000000005,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,14.320623057151257,1.167142007425003,7298.999999999984,Deprioritise / Exit
MOET HENNESSY USA INC,23.703766350024825,1.3106806878406447,2817.8999999999924,Deprioritise / Exit
WILLIAM GRANT & SONS INC,21.242207483221627,1.2697156281862043,2025.850000000011,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,31.175436966016957,1.4529696316506022,-3638.580000000004,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,35.59293960934432,1.5526248115262256,-6327.139999999981,Scale / Prioritise
MARTIGNETTI COMPANIES,40.20093275687396,1.672266886595879,-6002.3000000000175,Scale / Prioritise
MANGO BOTTLING INC,24.43630796809755,1.3233868980062635,2827.3899999999694,Deprioritise / Exit
MARTIGNETTI COMPANIES,24.253303898550087,1.3201895943562592,7038.359999999991,Deprioritise / Exit
STATE WINE & SPIRITS,32.11639961809021,1.4731098444602957,2992.64000000001,Deprioritise / Exit
LUXCO INC,12.11593601040981,1.1378627189093684,4518.199999999994,Deprioritise / Exit
OLE SMOKY DISTILLERY LLC,27.30917910294796,1.3756895130077624,-96.32000000000102,Deprioritise / Exit
M S WALKER INC,32.52255362771984,1.4819766511063488,77.84999999999864,Deprioritise / Exit
MARTIGNETTI COMPANIES,28.41113168241101,1.3968652159211539,4009.240000000001,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,22.239495344947574,1.2859998844349396,2030.8000000000088,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,20.519907392882136,1.2581766920468394,1125.2000000000025,Deprioritise / Exit
PROXIMO SPIRITS INC.,36.38668003333928,1.5719978151181118,708.4799999999949,Scale / Prioritise
LUXCO INC,19.600620309880988,1.243790690741982,-404.43000000000535,Deprioritise / Exit
WINE GROUP INC,25.927642586819477,1.3500312868698559,4510.959999999924,Deprioritise / Exit
PROXIMO SPIRITS INC.,29.51228110042682,1.4186868515701891,-68.49999999999957,Deprioritise / Exit
MARTIGNETTI COMPANIES,53.158638401583644,2.1348653537727404,-15053.880000000014,Scale / Prioritise
M S WALKER INC,32.54504896781217,1.4824708708524965,2393.3000000000175,Deprioritise / Exit
CHARLES JACQUIN ET CIE INC,25.50062380068753,1.3422931184344986,1043.6999999999914,Deprioritise / Exit
CONSTELLATION BRANDS INC,10.676675286451925,1.1195284134428614,7652.520000000033,Deprioritise / Exit
PERNOD RICARD USA,30.029922376749475,1.4291823504676342,536.7400000000029,Deprioritise / Exit
CAMPARI AMERICA,34.61340676267603,1.529365502145752,-5231.5200000000395,Scale / Prioritise
JIM BEAM BRANDS COMPANY,24.92989555872132,1.3320881960171238,1592.49,Deprioritise / Exit
SAZERAC NORTH AMERICA INC.,31.585456919109077,1.46167752493448,184.50000000000193,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,21.481871854081604,1.2735912376076974,621.390000000002,Deprioritise / Exit
E & J GALLO WINERY,40.515586745248605,1.6811126567178902,-2829.5099999999725,Scale / Prioritise
PALM BAY INTERNATIONAL INC,22.589165199602903,1.2918088308677822,50.369999999999905,Deprioritise / Exit
STATE WINE & SPIRITS,25.60998319542145,1.344266398846212,4098.39999999997,Deprioritise / Exit
MARTIGNETTI COMPANIES,27.91448946137508,1.3872413367512728,3209.1399999999867,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,11.822514468125387,1.134076339292435,-13250.160000000009,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,23.881517549329686,1.3137413776582638,233.5500000000017,Deprioritise / Exit
PALM BAY INTERNATIONAL INC,26.686893153967965,1.3640125797698663,187.1499999999988,Deprioritise / Exit
E & J GALLO WINERY,50.75600810378859,2.0307045824141134,-10483.559999999841,Scale / Prioritise
AMERICAN VINTAGE BEVERAGE,23.323201993362698,1.3041754820192648,2559.519999999976,Deprioritise / Exit
WILLIAM GRANT & SONS INC,29.869578247366217,1.4259147100629614,-94.08000000000082,Deprioritise / Exit
M S WALKER INC,43.43672142791827,1.7679314658637486,-189.41999999999692,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,24.837798468565516,1.330455973381485,6094.5899999999865,Deprioritise / Exit
HEAVEN HILL DISTILLERIES,27.60446076328819,1.3813005753438736,394.2300000000022,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,22.41324252748049,1.2888797425954945,3031.860000000013,Deprioritise / Exit
DISARONNO INTERNATIONAL LLC,12.186144716906998,1.1387724599679798,1556.8199999999965,Deprioritise / Exit
PERNOD RICARD USA,19.009192067841457,1.2347080187638626,4781.4199999999855,Deprioritise / Exit
CONSTELLATION BRANDS INC,27.76447725973496,1.3843604393861286,1427.090000000002,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,26.759169043414406,1.3653586216037914,160.4800000000008,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,29.366346345109033,1.415755731518436,3256.0,Deprioritise / Exit
PINE STATE TRADING CO,35.84210569153867,1.5586546453537784,-272.79999999999734,Scale / Prioritise
REMY COINTREAU USA INC,36.56962097889337,1.5765316484507326,151.30000000000103,Scale / Prioritise
M S WALKER INC,38.58861946232256,1.628362676827424,-77.39999999999944,Scale / Prioritise
CONSTELLATION BRANDS INC,30.015187013677302,1.4288814348842118,2576.7599999999957,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,34.703910403398616,1.531485279100158,165.4799999999993,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,37.44599875010491,1.598618761420441,1428.8400000000113,Scale / Prioritise
DIAGEO NORTH AMERICA INC,22.718398035834692,1.2939690360762577,1790.100000000003,Deprioritise / Exit
MOET HENNESSY USA INC,21.951692729071983,1.281257768382745,1100.2600000000014,Deprioritise / Exit
WINE GROUP INC,39.07812932213105,1.6414466412031392,-1208.4300000000242,Scale / Prioritise
DIAGEO CHATEAU ESTATE WINES,31.796056836619858,1.4661908881199657,97.92000000000034,Deprioritise / Exit
CONSTELLATION BRANDS INC,49.836450456609484,1.9934793472599441,2025.3600000000094,Scale / Prioritise
MARTIGNETTI COMPANIES,11.924160375368578,1.1353851456447979,10289.75999999996,Deprioritise / Exit
HEAVEN HILL DISTILLERIES,29.555499894688136,1.4195572379746295,-67.83000000000033,Deprioritise / Exit
KOBRAND CORPORATION,37.947185130491334,1.6115304391958811,15.119999999999921,Scale / Prioritise
DIAGEO NORTH AMERICA INC,43.0019401051485,1.754445680861372,-12923.040000000043,Scale / Prioritise
NICHE W & S,29.59850185048519,1.42042431806814,-602.6999999999949,Deprioritise / Exit
WINE GROUP INC,37.290409857297554,1.5946524251304974,1422.960000000017,Scale / Prioritise
JIM BEAM BRANDS COMPANY,26.571544293283544,1.3618698505578548,518.8400000000021,Deprioritise / Exit
MHW LTD,27.017246679264595,1.3701867283703673,4030.479999999997,Deprioritise / Exit
WINE GROUP INC,38.705453435921825,1.6314665105721697,80.4799999999999,Scale / Prioritise
JIM BEAM BRANDS COMPANY,24.96552179572773,1.3327206691270927,692.8600000000038,Deprioritise / Exit
PHILLIPS PRODUCTS CO.,39.32356365975072,1.64808624289073,620.3600000000047,Scale / Prioritise
M S WALKER INC,36.788361634707165,1.5819871559428886,542.7000000000074,Scale / Prioritise
BANFI PRODUCTS CORP,34.48708709357939,1.5264166339671255,13.600000000000131,Scale / Prioritise
WILLIAM GRANT & SONS INC,20.270903469268138,1.2542472491388967,1056.210000000005,Deprioritise / Exit
DELICATO VINEYARDS INC,1.298719630596629,1.0131580829117515,5084.159999999991,Deprioritise / Exit
PERFECTA WINES,44.218867595072275,1.792720866153767,-1863.2000000000046,Scale / Prioritise
LATITUDE BEVERAGE COMPANY,35.975000376975714,1.561889895959306,1395.7600000000075,Scale / Prioritise
JIM BEAM BRANDS COMPANY,31.633385718848622,1.4627022421903073,275.11999999999625,Deprioritise / Exit
BANFI PRODUCTS CORP,42.97098825309667,1.7534934752824292,4750.649999999999,Scale / Prioritise
SOUTHERN WINE & SPIRITS NE,31.630966552236096,1.4626504860040643,530.7500000000033,Deprioritise / Exit
CONSTELLATION BRANDS INC,43.3524240702977,1.7653006039322243,667.4399999999922,Scale / Prioritise
M S WALKER INC,38.63591744430258,1.6296177802256635,887.0799999999934,Scale / Prioritise
MCCORMICK DISTILLING CO,21.827174453380156,1.27921690562871,1377.0899999999915,Deprioritise / Exit
MARTIGNETTI COMPANIES,35.25949912335539,1.5446281484682705,527.7900000000012,Scale / Prioritise
JIM BEAM BRANDS COMPANY,26.201374004997156,1.3550387781849942,605.6000000000054,Deprioritise / Exit
MARTIGNETTI COMPANIES,37.403967772627595,1.5975453465926126,-290.25,Scale / Prioritise
PERNOD RICARD USA,23.61345435204284,1.3091310668880123,-527.6699999999964,Deprioritise / Exit
MARTIGNETTI COMPANIES,44.65132245052981,1.8067279007817456,1810.5000000000093,Scale / Prioritise
PINE STATE TRADING CO,39.915444727095526,1.664321214425226,-2171.2799999999897,Scale / Prioritise
LABELLE VYDS AND WINERY,30.767122183632644,1.4444004518379125,1362.7100000000019,Deprioritise / Exit
MARTIGNETTI COMPANIES,32.98676880096485,1.4922426244899498,3280.3199999999597,Deprioritise / Exit
MARTIGNETTI COMPANIES,31.300212664031324,1.4556085815951818,707.8200000000041,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,14.612907713750289,1.1711371979357525,4109.590000000006,Deprioritise / Exit
MARTIGNETTI COMPANIES,29.530344150129924,1.4190504947695777,954.9899999999978,Deprioritise / Exit
STE MICHELLE WINE ESTATES,36.72857522459193,1.5804923052541617,723.6000000000096,Scale / Prioritise
FLAG HILL WINERY & VINEYARD,20.402483292302946,1.2563206006441912,472.34999999999775,Deprioritise / Exit
DIAGEO CHATEAU ESTATE WINES,19.915652792327997,1.2486834629579162,4137.089999999989,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,23.81056082515188,1.3125178644576805,4719.44000000003,Deprioritise / Exit
MHW LTD,28.674419435396153,1.4020215357297234,-3224.0000000000027,Deprioritise / Exit
MARTIGNETTI COMPANIES,42.64879057914525,1.743642392371882,5074.83999999998,Scale / Prioritise
SAZERAC NORTH AMERICA INC.,28.474493240680417,1.398102642411132,85.44000000000077,Deprioritise / Exit
SAZERAC CO INC,19.992452582528745,1.2498820827266477,2148.3000000000034,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,19.685394172591355,1.2451035396338008,832.6499999999934,Deprioritise / Exit
MARTIGNETTI COMPANIES,33.9605055368551,1.5142453892618404,1590.3999999999944,Scale / Prioritise
MARTIGNETTI COMPANIES,15.752787862132479,1.1869828978596184,3181.7600000000293,Deprioritise / Exit
CAMPARI AMERICA,28.576548622600278,1.4001003601968562,-89.80000000000017,Deprioritise / Exit
CONSTELLATION BRANDS INC,41.081386595960225,1.6972565072813384,-2083.5,Scale / Prioritise
CONSTELLATION BRANDS INC,2.35030313841361,1.0240687192479978,12218.240000000073,Deprioritise / Exit
FABRIZIA SPIRITS LLC,7.746857586733684,1.0839739155120602,6904.080000000042,Deprioritise / Exit
PINE STATE TRADING CO,26.30111071451619,1.3568725522122165,195.64000000000095,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,27.882553607452493,1.3866270230324438,47.45999999999973,Deprioritise / Exit
BACARDI USA INC,27.857498411415367,1.3861454454446498,29.760000000000186,Deprioritise / Exit
VINEYARD BRANDS INC,33.32847894970393,1.4998907843209603,73.69999999999929,Deprioritise / Exit
PERNOD RICARD USA,24.82593604572306,1.3302460282155681,207.57000000000053,Deprioritise / Exit
BACARDI USA INC,26.729146548306602,1.364799170326695,-422.0699999999989,Deprioritise / Exit
PERFECTA WINES,35.7579667959328,1.5566132485618303,6423.960000000006,Scale / Prioritise
M S WALKER INC,23.32154663042261,1.3041473269944117,-118.29999999999914,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,22.10307508973565,1.283747723227816,-105.29999999999976,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,37.54118161783816,1.6010549445258138,648.2400000000032,Scale / Prioritise
SOUTHERN WINE & SPIRITS NE,39.21649337415957,1.6451831352139819,1056.5100000000084,Scale / Prioritise
WILLIAM GRANT & SONS INC,26.8094482283802,1.3662965721591371,770.1199999999999,Deprioritise / Exit
E & J GALLO WINERY,26.95419653765525,1.3690040393840035,2926.7200000000244,Deprioritise / Exit
PROXIMO SPIRITS INC.,32.64563520282525,1.4846847758290285,689.6800000000045,Deprioritise / Exit
MARTIGNETTI COMPANIES,35.79786457355523,1.557580590361643,928.3200000000046,Scale / Prioritise
MARTIGNETTI COMPANIES,32.52044311104931,1.4819303002325186,503.81999999999744,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,21.26269272873392,1.2700459726858528,3510.95,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,16.55761020317508,1.198431639404042,1775.63,Deprioritise / Exit
SAZERAC CO INC,26.588939199090778,1.3621925484934754,2278.0000000000105,Deprioritise / Exit
STATE WINE & SPIRITS,32.50533908686551,1.4815986723557266,1604.7399999999948,Deprioritise / Exit
PERNOD RICARD USA,34.35190472605598,1.5232734412583997,-4113.199999999976,Scale / Prioritise
E & J GALLO WINERY,45.66443891677464,1.840415337698101,-402.49999999999005,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,22.174968630434755,1.284933629196154,1007.1000000000041,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,35.80865195242965,1.5578423423339371,491.64000000000294,Scale / Prioritise
MARTIGNETTI COMPANIES,40.348259968898255,1.6763970329760896,-1180.3999999999946,Scale / Prioritise
MARTIGNETTI COMPANIES,43.71229158783107,1.7765868041339705,-5548.149999999984,Scale / Prioritise
MARTIGNETTI COMPANIES,34.677225810879776,1.5308596617541606,238.74000000000154,Scale / Prioritise
DIAGEO NORTH AMERICA INC,22.717252822032176,1.2939498614059173,1394.1600000000133,Deprioritise / Exit
STATE WINE & SPIRITS,33.90571121790051,1.5129900304953927,1413.840000000003,Scale / Prioritise
DIAGEO NORTH AMERICA INC,30.208190252767015,1.4328328834310629,-989.669999999997,Deprioritise / Exit
PINE STATE TRADING CO,29.083326146460465,1.4101056150282052,6037.439999999957,Deprioritise / Exit
REMY COINTREAU USA INC,19.755022414283584,1.2461839109267814,1562.3999999999958,Deprioritise / Exit
PINE STATE TRADING CO,32.91126467972359,1.4905631999561144,4164.440000000006,Deprioritise / Exit
E & J GALLO WINERY,31.16376714887189,1.4527233094854228,782.6299999999965,Deprioritise / Exit
"PREMIUM PORT WINES, INC.",30.256866308367808,1.4338329052168477,468.5199999999982,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,27.420713747634633,1.3778035740430141,1006.810000000008,Deprioritise / Exit
PALM BAY INTERNATIONAL INC,38.07332643260666,1.614813039992732,-709.6700000000105,Scale / Prioritise
TREASURY WINE ESTATES,33.90014072957716,1.5128625250303094,1635.930000000013,Scale / Prioritise
CONSTELLATION BRANDS INC,38.63386899933553,1.6295633824286107,136.3999999999976,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,37.697692344650754,1.6050769829135543,30.959999999999777,Scale / Prioritise
MOET HENNESSY USA INC,29.3140727464117,1.4147087530060463,1564.4999999999984,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,27.523912579050563,1.3797654310336667,-2992.9000000000174,Deprioritise / Exit
MAJESTIC FINE WINES,31.77268280851327,1.4656885851064623,2515.319999999991,Deprioritise / Exit
BACARDI USA INC,18.28164488227508,1.22371528227579,1589.3999999999871,Deprioritise / Exit
CONSTELLATION BRANDS INC,36.45068317954257,1.5735810391561686,-347.7299999999933,Scale / Prioritise
BROWN-FORMAN CORP,8.250974283159033,1.0899298299757807,8606.979999999989,Deprioritise / Exit
PHILLIPS PRODUCTS CO.,33.657519412729386,1.5073298302202371,1019.4899999999923,Scale / Prioritise
JIM BEAM BRANDS COMPANY,32.874741262068724,1.4897521719866653,547.6000000000045,Deprioritise / Exit
MAJESTIC FINE WINES,35.98124270762162,1.5620421924670083,355.91999999999894,Scale / Prioritise
BACARDI USA INC,30.05232858849268,1.429640157878775,240.630000000002,Deprioritise / Exit
TREASURY WINE ESTATES,36.52669434441979,1.575465449091646,527.7900000000011,Scale / Prioritise
Dunn Wine Brokers,11.819902982890676,1.1340427532144504,9918.000000000033,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,23.997315548997395,1.3157429993735021,-1561.4699999999973,Deprioritise / Exit
MAJESTIC FINE WINES,31.299349888950527,1.4555903013778977,531.759999999998,Deprioritise / Exit
VINEYARD BRANDS INC,32.89856723790273,1.490281144287067,1058.3999999999935,Deprioritise / Exit
CASTLE BRANDS CORP.,24.67430729781728,1.3275682760113838,1132.8000000000054,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,39.26857072741787,1.646593883887829,-7742.719999999968,Scale / Prioritise
BANFI PRODUCTS CORP,50.759013893269056,2.030828541557794,1395.360000000001,Scale / Prioritise
PINE STATE TRADING CO,26.433854640046995,1.3593209146776462,356.999999999999,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,23.115941205520784,1.3006597410174794,912.869999999999,Deprioritise / Exit
PERNOD RICARD USA,27.23424326583239,1.3742727965480552,4396.820000000007,Deprioritise / Exit
MARTIGNETTI COMPANIES,49.006748213267194,1.9610437949363635,-11568.149999999972,Scale / Prioritise
PALM BAY INTERNATIONAL INC,34.18277785764318,1.5193591699101014,75.24000000000099,Scale / Prioritise
JIM BEAM BRANDS COMPANY,24.99555883069185,1.3332543838873376,140.60000000000096,Deprioritise / Exit
JIM BEAM BRANDS COMPANY,22.65283916957895,1.2928722777458364,425.9899999999989,Deprioritise / Exit
FLAG HILL WINERY & VINEYARD,7.365661914442286,1.0795132999993944,6944.0700000000115,Deprioritise / Exit
CONSTELLATION BRANDS INC,33.844376867078516,1.5115873037591614,266.2399999999952,Scale / Prioritise
EDRINGTON AMERICAS,6.046590452684342,1.0643573286144472,11150.080000000007,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,7.813231964947333,1.0847543756168614,6280.259999999977,Deprioritise / Exit
MARTIGNETTI COMPANIES,32.84804367606905,1.4891598915989135,0.0,Deprioritise / Exit
CONSTELLATION BRANDS INC,41.783640286092925,1.7177302134903396,796.3600000000108,Scale / Prioritise
E & J GALLO WINERY,21.083583108850352,1.2671634615384424,3436.159999999989,Deprioritise / Exit
MARTIGNETTI COMPANIES,35.8080595864176,1.5578279664971921,-1754.299999999982,Scale / Prioritise
M S WALKER INC,33.758416097331384,1.5096257382210843,1073.780000000008,Scale / Prioritise
MARTIGNETTI COMPANIES,19.633041899514307,1.244292460030233,8607.00000000004,Deprioritise / Exit
M S WALKER INC,25.072934120621436,1.3346312020409972,-429.549999999998,Deprioritise / Exit
BACARDI USA INC,35.40478314275769,1.5481022413935617,717.1199999999998,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,36.70589414904992,1.5799259450080207,671.1600000000012,Scale / Prioritise
M S WALKER INC,33.90652532819184,1.5130086668397613,1191.960000000004,Scale / Prioritise
CASTLE BRANDS CORP.,25.632647092785525,1.344676072103393,1303.8000000000106,Deprioritise / Exit
BACARDI USA INC,29.3003131069224,1.414433421059341,695.1299999999926,Deprioritise / Exit
E & J GALLO WINERY,44.72541382360974,1.809149681933097,-4167.7199999999375,Scale / Prioritise
MARTIGNETTI COMPANIES,36.242050058425775,1.5684318597388536,1185.919999999991,Scale / Prioritise
PINE STATE TRADING CO,31.33772114127517,1.4564037439793351,6779.640000000066,Deprioritise / Exit
PERNOD RICARD USA,28.150917101152505,1.3918062133205609,-1551.6800000000017,Deprioritise / Exit
BACARDI USA INC,30.118208912485233,1.430987936110101,808.4999999999964,Deprioritise / Exit
TRINCHERO FAMILY ESTATES,36.55814825813104,1.5762465510445403,-704.3399999999925,Scale / Prioritise
HEAVEN HILL DISTILLERIES,29.890165216865427,1.426333413982823,436.1500000000019,Deprioritise / Exit
MARTIGNETTI COMPANIES,20.792969999531213,1.2625141985428332,7085.609999999987,Deprioritise / Exit
MARTIGNETTI COMPANIES,33.24513284177829,1.4980181109937798,-902.0199999999951,Deprioritise / Exit
CONSTELLATION BRANDS INC,39.95687656009166,1.6654696536578553,2006.6499999999758,Scale / Prioritise
MARTIGNETTI COMPANIES,40.382844995688174,1.6773695422528545,476.4200000000057,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,26.95481641737635,1.369015657095131,-3100.969999999995,Deprioritise / Exit
PALM BAY INTERNATIONAL INC,6.3362910331537385,1.0676493713845623,-2426.599999999995,Deprioritise / Exit
TRINCHERO FAMILY ESTATES,30.293582666975226,1.434588145912687,1250.4200000000112,Deprioritise / Exit
BANFI PRODUCTS CORP,36.57925570691468,1.5767711513739342,743.6800000000025,Scale / Prioritise
MOET HENNESSY USA INC,20.33387809992425,1.2552387089386474,2616.64000000001,Deprioritise / Exit
PERNOD RICARD USA,26.063105511635126,1.3525047365322675,407.1600000000018,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,26.212394271903438,1.3552411548423826,-44.10000000000047,Deprioritise / Exit
BROWN-FORMAN CORP,3.414358943249741,1.0353505853032914,3694.9000000000096,Deprioritise / Exit
TRINCHERO FAMILY ESTATES,33.78540978869001,1.5102411671033673,763.4199999999977,Scale / Prioritise
SHAW ROSS INT L IMP LTD,21.846150460276338,1.2795275036218463,3283.8400000000015,Deprioritise / Exit
CONSTELLATION BRANDS INC,37.31759466574178,1.5953440118761102,4030.8799999999846,Scale / Prioritise
ULTRA BEVERAGE COMPANY LLP,21.27535010255313,1.2702501710743475,1991.3599999999938,Deprioritise / Exit
ULTRA BEVERAGE COMPANY LLP,21.82097365041976,1.2791154439919283,-330.08000000000135,Deprioritise / Exit
BACARDI USA INC,33.08097922713393,1.4943434444358668,1168.559999999989,Deprioritise / Exit
DIAGEO NORTH AMERICA INC,29.52288029627857,1.4189002107405881,-5347.360000000014,Deprioritise / Exit
